Coronary Heart Disease,Current Asthma,Diabetes,Mental Health,Obesity,Sleep <7 hours,TractFIPS
8.6,15.3,21.6,21.2,52.6,49.4,55079008700
5.4,7.7,7.3,7.8,23.7,25.5,55025000201
6.3,10.6,9.6,11.1,29.7,33.8,36067000900
4.5,7.9,6.9,8.8,23.6,27.9,55025000204
9.1,15.7,22.6,22.9,53.4,49.9,55079008800
6.0,13.7,16.3,18.5,48.3,47.6,55079006200
5.1,12.6,13.5,15.4,42.9,44.3,55079006100
5.3,13.9,15.3,18.8,47.7,47.5,55079006000
4.4,7.9,6.2,8.7,23.7,26.5,55025000800
6.4,12.7,11.7,16.0,35.9,40.7,36067000800
5.1,11.9,12.0,16.3,41.2,43.1,55079005900
5.4,7.8,7.6,8.4,24.2,26.5,55025000202
10.5,15.9,22.2,20.8,52.3,54.0,26049001700
6.3,12.7,12.3,16.1,35.9,42.2,36067000700
8.1,14.0,14.9,18.9,38.8,43.3,36067000600
1.2,11.0,1.9,19.3,23.2,30.5,55025001606
3.2,9.1,4.7,12.8,23.3,28.4,55025000902
1.7,11.4,2.7,21.5,25.2,32.2,55025001101
2.7,10.5,4.2,16.7,25.2,32.5,55079007800
4.5,8.9,6.8,10.3,26.1,31.1,55079005600
3.6,8.9,5.7,10.8,24.2,29.4,55079007500
4.1,9.4,7.1,11.7,29.8,34.1,55079005700
9.2,14.2,20.4,16.8,49.3,51.8,26049000200
6.9,12.2,11.7,14.5,35.7,38.5,36067001000
10.5,14.1,22.8,15.3,48.5,50.8,26049000100
4.0,9.5,7.7,11.3,31.3,34.9,55079005800
4.8,8.2,6.5,9.2,25.0,27.6,55025011401
5.2,8.2,6.8,10.7,26.2,29.0,55025001704
1.3,11.5,2.3,21.1,24.1,32.0,55025001603
3.8,10.0,7.2,14.6,32.5,35.8,55079007100
7.8,14.7,20.1,20.8,51.7,49.3,55079006400
7.1,13.6,17.9,19.0,48.3,46.8,55079007000
7.2,13.8,18.5,18.6,49.7,47.8,55079006700
6.8,12.3,11.8,15.6,36.1,39.5,36067000200
8.4,15.0,20.6,20.6,50.6,48.7,55079006600
1.2,11.8,1.9,22.6,24.7,32.3,55025001102
7.4,11.7,11.4,13.1,32.3,35.6,36067000400
6.9,13.9,18.5,18.6,49.1,47.8,55079006300
2.1,8.5,3.2,11.6,22.6,27.8,55025001705
1.6,10.9,2.5,18.9,24.1,30.8,55025001604
4.9,11.2,11.7,13.5,39.3,40.9,55079005000
6.7,13.6,18.1,18.1,48.9,47.4,55079004800
5.3,11.9,13.7,14.3,42.4,43.0,55079004900
5.7,8.7,8.0,11.0,28.6,29.3,55025002800
4.4,9.6,8.5,12.4,32.6,35.1,55079007200
3.2,10.0,5.2,14.9,25.6,32.4,55079007300
1.8,9.9,2.9,13.5,20.0,30.0,55079007400
4.4,9.6,7.8,12.2,31.4,35.6,55079005300
7.9,13.9,19.6,18.5,49.0,47.3,55079006800
8.7,15.0,22.1,21.3,52.9,49.0,55079006500
5.4,7.9,7.7,8.2,24.0,25.9,55025000205
8.4,14.5,20.7,21.9,52.0,48.4,55079006900
6.4,11.2,10.2,12.7,31.5,36.2,36067000300
6.6,9.2,9.4,11.3,29.4,33.3,55079005400
5.5,9.1,8.2,11.0,28.6,32.5,55079005500
6.8,12.4,15.4,16.0,43.1,43.4,55079005100
4.6,8.0,6.6,9.0,24.6,27.5,55025000100
1.4,6.6,3.6,8.5,19.2,32.2,55025003200
5.1,11.6,13.1,13.5,40.8,42.4,55079003700
9.0,14.4,22.4,19.9,51.7,48.4,55079004500
3.2,8.4,4.9,10.5,25.7,28.5,55025001900
7.7,13.5,19.6,16.8,47.8,46.6,55079004600
7.2,12.9,18.8,15.8,47.0,46.1,55079004700
6.4,12.7,17.1,15.3,46.0,45.5,55079003900
6.0,12.5,16.3,15.4,46.2,45.2,55079003800
5.5,10.3,10.1,13.2,33.7,37.7,55079005200
5.7,8.1,8.3,8.8,25.7,26.8,55025011000
2.5,8.3,3.9,10.3,23.4,27.4,55025001802
6.4,12.6,15.3,17.3,43.5,43.5,55079004400
3.0,8.9,4.8,12.3,26.7,30.2,55025001804
6.1,8.6,8.6,10.5,28.3,29.1,55025003001
6.7,12.7,16.5,16.2,45.1,44.6,55079003600
5.7,13.9,15.6,17.8,47.0,46.6,55079004000
6.5,11.2,12.7,14.6,38.3,39.7,55079003400
5.5,8.5,7.5,10.6,27.5,29.0,55025002700
5.5,11.6,13.2,13.7,39.8,42.6,55079003500
5.9,12.3,16.3,15.0,45.9,45.3,55079004100
7.3,12.9,18.4,15.1,45.5,44.7,55079004300
8.3,14.0,21.0,19.0,50.9,47.9,55079004200
4.1,8.6,6.5,10.5,27.9,29.3,55025002000
6.1,13.3,16.1,17.1,46.2,46.0,55079002600
6.5,12.6,16.4,16.7,46.5,45.6,55079002700
4.9,11.4,12.3,13.4,38.4,42.5,55079003100
5.6,11.2,12.1,14.1,38.7,41.3,55079003300
5.5,11.3,13.1,13.8,38.5,42.6,55079003200
5.4,9.4,8.1,13.0,29.9,32.0,55025003002
4.1,8.8,6.6,11.7,29.4,30.9,55025002100
7.8,13.6,19.6,16.9,47.5,45.9,55079002300
7.4,14.2,19.3,19.6,50.3,47.9,55079002400
6.8,13.8,17.4,18.5,48.3,47.2,55079002500
5.4,13.2,13.8,17.4,44.0,45.5,55079002800
5.8,12.5,14.5,17.0,45.1,45.4,55079002900
6.2,12.0,14.5,15.4,42.0,43.3,55079003000
5.4,12.0,11.9,15.5,39.3,42.8,55079001700
5.7,11.4,11.2,15.5,38.8,40.9,55079000400
5.8,9.4,8.9,13.6,32.3,33.1,55025002601
6.7,11.9,14.0,16.1,41.3,41.8,55079002200
4.8,10.2,9.1,13.2,34.2,38.6,55079000501
6.3,13.2,16.7,18.2,48.6,47.1,55079002100
6.2,12.6,15.2,16.1,44.7,44.8,55079002000
5.9,13.0,14.4,17.3,43.7,45.0,55079001900
6.2,13.7,15.1,19.0,45.9,45.8,55079001800
5.4,12.6,12.9,17.4,43.3,44.9,55079001600
3.4,8.9,5.9,11.9,27.3,32.0,55025002603
5.2,10.3,7.5,12.4,27.2,33.8,36055003805
6.0,9.2,8.7,11.8,29.5,30.8,55025002200
6.4,11.8,14.9,16.3,40.2,44.3,55079001500
6.1,12.5,14.9,17.3,45.6,45.2,55079001000
5.9,12.8,13.4,17.1,42.5,44.2,55079000502
5.3,13.4,14.0,19.7,42.3,47.5,55079001200
5.4,11.8,12.4,15.0,39.2,43.3,55079001300
5.0,13.0,13.0,16.8,44.0,45.0,55079001100
5.3,12.9,11.6,15.6,38.7,40.7,36055007000
0.7,11.2,1.1,16.5,18.9,33.2,36055003802
6.1,9.9,9.5,13.9,31.9,32.8,55025002500
5.0,10.5,9.7,13.3,34.2,38.3,55079000303
5.2,12.9,11.8,14.8,40.4,41.7,36055007100
5.1,12.0,12.0,17.2,38.6,44.6,55079001400
6.7,10.1,10.4,14.2,33.6,33.8,55025002301
9.3,10.0,10.2,10.7,26.7,29.9,36055003500
5.8,13.1,12.8,15.8,42.8,42.3,36055006800
8.8,14.6,18.4,17.4,45.3,43.6,36055006900
5.2,8.9,8.2,11.6,30.1,31.1,55025002302
6.4,10.1,10.6,14.6,34.0,34.0,55025002402
5.7,9.2,9.2,10.9,29.9,33.2,55079000301
4.2,8.9,6.9,12.1,28.6,31.3,55025002602
4.4,10.4,7.1,12.1,30.4,33.6,36055003600
7.4,15.5,17.8,19.0,49.3,46.8,36055006600
5.6,7.7,6.3,8.9,22.2,27.3,55025011402
3.8,10.7,5.8,13.8,29.6,34.2,36055003700
6.9,14.2,15.4,16.5,44.9,43.6,36055006700
4.4,10.9,7.9,13.9,33.4,36.4,36055003400
4.1,12.2,11.1,15.5,41.9,44.0,55079000302
7.2,11.0,14.3,14.2,37.7,40.6,55079000600
5.3,9.1,7.5,8.4,26.3,28.7,36055007802
5.4,11.2,12.5,13.6,38.8,41.0,55079000800
6.5,11.7,10.6,16.0,37.6,37.6,36055003300
6.2,13.2,13.1,14.7,41.4,41.9,36055006200
8.5,16.4,19.7,20.6,50.9,47.9,36055006400
9.7,17.4,21.8,22.4,52.5,48.7,36055006500
6.2,10.1,12.3,11.5,33.8,36.9,55079000304
6.3,8.6,8.9,10.7,28.7,29.4,55025002401
3.5,11.0,6.1,14.7,31.7,35.9,36055003000
7.7,14.5,16.6,16.3,44.8,44.0,36055006300
5.6,12.5,10.6,17.3,38.4,39.7,36055003200
3.3,9.9,5.0,11.6,26.6,31.6,36055003100
5.2,9.9,6.7,11.1,26.1,30.7,36055007801
7.1,16.0,17.7,20.9,51.0,48.3,36055002700
7.7,14.4,17.4,17.8,47.7,45.4,36055007500
5.3,11.9,10.8,14.8,37.9,39.3,36055009500
6.1,12.8,13.8,17.1,43.2,43.9,55079000900
3.2,10.1,4.5,12.4,26.3,32.1,36055002900
8.1,13.9,15.7,19.3,45.5,43.4,36055008702
6.1,10.6,8.8,12.5,31.6,33.9,36055007700
7.9,14.9,18.3,19.2,50.1,46.9,36055009601
3.7,10.8,7.0,14.4,33.8,37.2,36055009302
8.2,15.3,17.3,22.0,49.8,45.8,36055009602
3.8,10.5,5.9,12.5,27.5,32.8,36055001000
7.4,11.3,14.6,13.2,37.6,39.1,55079000700
6.6,11.8,12.2,17.0,40.1,40.6,36055009400
4.9,10.3,7.8,11.7,31.7,33.8,36055007600
8.2,8.0,10.3,7.9,25.1,24.8,55025011200
5.5,12.7,11.7,16.8,41.3,41.5,36055009604
6.7,15.6,15.1,22.2,48.5,46.2,36055005900
4.5,10.4,9.7,12.7,34.8,38.5,55079000202
9.3,15.4,17.4,23.2,47.4,44.7,36055009603
7.8,13.9,15.2,19.8,42.9,42.9,36055004100
5.0,10.7,7.6,12.5,31.0,33.6,36055006100
7.6,15.1,15.6,23.1,46.1,45.3,36055000200
5.3,11.1,8.8,13.1,34.3,36.0,36055006000
7.6,15.1,16.7,21.3,48.2,45.1,36055009301
8.5,11.4,16.1,13.6,39.1,39.4,55079000102
6.7,15.1,15.0,20.6,48.1,46.0,36055005700
6.9,12.2,12.1,15.5,36.9,39.5,36055008701
7.7,14.8,15.4,22.6,47.1,44.8,36055004000
5.6,13.9,12.0,17.9,42.6,42.9,36055005800
6.4,14.3,15.0,19.7,46.4,45.0,36055005600
9.1,14.5,20.8,21.6,50.5,43.7,36055009200
7.4,14.8,17.3,20.5,48.6,45.0,36055005500
7.0,16.3,17.0,23.1,49.8,45.9,36055001300
9.5,15.2,20.4,21.7,50.2,45.3,36055001500
6.9,13.8,14.0,19.3,43.8,43.1,36055002400
8.1,13.6,17.8,18.6,47.4,43.7,36055000700
5.1,12.2,10.5,14.7,39.0,39.7,36055005400
7.3,14.6,17.2,20.7,48.7,44.9,36055005300
6.7,13.0,13.2,17.2,41.4,41.6,36055008800
7.5,13.9,15.6,20.5,45.9,44.3,36055002300
8.8,14.8,19.0,21.0,49.4,45.5,36055005200
7.6,14.7,17.3,21.3,46.9,44.6,36055005000
7.7,15.0,17.4,20.7,48.7,45.4,36055008000
6.8,14.0,15.0,19.0,44.9,43.4,36055008400
6.2,13.7,14.7,18.8,45.2,43.9,36055003900
6.9,12.1,13.5,17.2,40.8,42.2,55079000201
8.5,15.5,18.9,22.1,50.3,46.2,36055004900
5.9,13.6,12.1,18.7,41.6,42.7,36055002200
6.4,12.5,11.6,15.9,38.7,39.1,36055008301
5.8,13.3,13.4,17.7,42.9,43.2,36055005100
6.8,14.0,15.4,20.1,47.2,44.2,36055004800
6.7,12.9,13.4,17.5,43.2,41.5,36055008200
7.5,15.0,16.0,21.1,47.1,44.7,36055007900
8.9,12.5,15.2,16.0,38.7,40.4,55079000101
5.9,12.6,11.2,16.3,40.2,40.5,36055002100
11.6,14.5,20.7,19.3,46.4,42.5,36055004602
7.5,12.6,15.0,17.2,42.8,41.9,36055004702
6.8,12.4,13.2,16.0,40.6,40.4,36055008100
5.5,12.6,10.3,16.8,39.1,40.6,36055002000
6.2,12.3,10.4,16.2,37.6,39.1,36055001800
5.6,13.0,10.6,18.2,40.5,41.3,36055001900
10.1,13.1,18.5,17.4,43.6,39.7,36055004701
5.8,10.7,8.5,13.0,32.0,34.5,36055008600
8.8,11.4,12.0,14.1,34.4,34.4,36055008500
4.4,7.2,6.0,8.3,27.6,23.6,46083010102
4.2,7.1,6.5,8.0,29.0,23.8,46083010104
2.7,7.3,4.5,9.4,29.5,26.0,46083010103
3.5,7.5,5.0,9.8,29.3,27.0,46099001105
8.8,8.2,10.3,10.6,31.4,26.3,46099001108
5.9,6.7,7.6,6.8,27.3,22.8,46099001902
6.9,7.9,8.1,10.4,29.0,25.8,46099001101
5.0,7.3,7.0,8.7,30.3,26.2,46099001803
3.9,6.8,5.3,8.1,28.6,25.4,46099010401
6.3,7.0,7.8,7.4,27.4,23.4,46099001901
6.4,8.0,8.3,9.9,30.7,26.4,46099001801
4.8,8.3,6.6,11.8,30.9,27.7,46099001500
5.8,7.8,8.1,10.0,31.7,26.9,46099001107
4.9,7.6,6.9,9.5,30.7,27.0,46099001804
2.7,7.5,4.0,9.8,27.7,26.7,46099010406
5.2,8.3,6.5,11.3,28.6,26.3,46099010600
4.9,7.1,6.6,7.9,28.3,24.3,46099001600
3.7,7.3,5.6,8.8,29.2,26.0,46099001106
6.7,7.7,8.3,9.4,30.3,26.1,46099001700
8.0,7.5,9.4,8.7,29.4,24.7,46099001200
3.2,8.2,5.7,10.4,22.2,28.0,16001010503
6.4,8.6,9.2,12.3,35.8,29.7,46099000407
5.0,8.3,7.2,11.9,32.0,28.4,46099001002
8.0,8.3,9.7,11.4,32.7,27.9,46099000600
5.3,9.5,8.1,12.8,31.9,32.1,16027020901
6.3,8.2,8.6,11.3,33.5,28.4,46099000406
7.5,8.9,10.5,13.1,36.6,30.0,46099000500
6.2,8.9,8.8,13.3,36.3,30.6,46099000900
6.1,8.9,9.4,13.2,36.8,30.5,46099000700
7.0,8.4,9.8,11.6,35.7,29.5,46099000401
6.7,8.3,9.0,11.4,34.0,28.5,46099001001
5.9,8.7,8.6,12.1,34.7,30.2,46099000405
5.5,8.1,8.0,10.7,24.0,27.2,16001002100
5.9,11.0,9.3,17.3,34.4,33.8,16027020504
7.7,9.6,10.4,12.9,32.1,31.7,16027020503
5.1,9.6,8.3,13.3,33.2,33.0,16027020501
3.5,8.5,6.1,10.7,23.1,27.4,16001010504
8.5,8.8,10.7,12.8,35.4,29.7,46099000201
4.9,8.1,7.1,11.6,32.5,28.8,46099000202
5.1,9.3,7.9,12.1,31.0,31.5,16027020902
6.8,8.8,9.9,12.8,36.1,30.3,46099000300
5.5,8.4,8.4,11.2,33.9,29.7,46099000408
6.3,9.9,9.4,14.2,33.3,32.6,16027020402
4.6,8.8,7.5,11.2,24.2,27.2,16001000803
6.7,10.6,10.6,16.3,36.5,34.6,16027020300
5.0,8.1,7.9,8.6,22.3,24.4,16001000805
4.8,8.7,7.4,10.6,22.8,26.1,16001000802
5.6,9.5,8.5,13.5,26.4,28.8,16001001600
9.3,10.8,13.4,16.0,37.1,33.5,16027020100
6.4,9.0,9.3,11.8,25.3,27.4,16001001800
4.2,8.8,6.8,10.9,23.6,27.3,16001010313
5.7,8.5,8.6,13.8,37.7,32.4,46099000100
4.2,8.2,7.2,9.6,23.4,26.7,16001010100
4.8,9.6,7.9,13.6,33.0,33.3,16027020601
4.6,9.6,7.6,14.1,26.8,29.7,16001001700
8.4,10.3,12.0,15.0,35.3,33.3,16027020602
7.6,11.3,13.6,19.2,41.5,36.7,16027020200
5.5,8.9,8.7,11.7,25.0,28.2,16001002224
5.0,8.6,7.9,10.5,24.0,27.0,16001002223
5.8,10.4,9.5,15.9,36.1,34.6,16027020401
3.9,8.7,6.5,10.9,23.4,27.4,16001010313
2.5,7.7,3.8,10.6,28.2,27.2,46099010405
4.0,7.7,5.4,10.4,29.5,27.6,46099010404
4.3,8.0,7.0,8.6,22.3,24.8,16001000702
5.1,8.9,7.4,12.1,23.1,27.1,16001000804
6.2,9.5,9.3,12.7,25.8,28.3,16001001900
5.5,9.0,8.3,12.0,25.5,27.6,16001001500
3.4,10.5,5.6,17.7,25.2,30.0,16001000900
6.6,9.9,9.7,14.4,27.2,29.5,16001001400
4.9,9.6,8.0,15.1,27.2,30.7,16001002000
8.8,9.7,11.6,13.0,32.7,31.2,16027021002
5.8,9.8,8.8,14.4,27.3,29.7,16001010322
4.7,8.4,7.1,9.7,21.9,25.0,16001000701
5.5,9.3,8.0,12.8,25.4,28.3,16001010321
5.5,9.2,9.0,12.7,27.3,29.2,16001010321
5.4,9.0,8.3,12.0,24.2,28.2,16001002313
5.1,9.3,7.9,13.0,25.6,28.3,16001001000
4.4,9.1,7.2,12.2,25.5,28.5,16001010334
5.3,9.4,8.3,12.6,25.0,28.2,16001002310
5.7,10.1,9.2,15.7,28.8,30.3,16001000100
5.9,9.4,9.1,13.4,26.3,29.1,16001002302
3.7,9.4,6.0,13.1,30.3,32.5,16027021100
6.1,9.4,8.8,12.9,25.1,28.1,16001001202
6.1,9.7,9.5,13.9,27.3,29.4,16001002312
4.9,8.9,7.7,11.8,25.0,28.0,16001010333
4.8,8.4,7.4,9.4,22.9,25.1,16001000201
4.0,8.6,6.3,10.6,23.2,26.6,16001000600
6.4,8.6,9.2,10.2,23.8,25.7,16001001201
4.1,9.4,6.9,13.6,25.7,29.1,16001000400
3.9,8.8,6.6,11.7,25.1,28.3,16001010332
4.9,9.0,7.7,11.8,25.2,27.7,16001000500
5.8,8.9,8.7,11.5,24.8,27.7,16001002411
4.9,8.7,7.5,11.3,24.8,27.7,16001010335
4.7,9.0,7.5,12.2,25.5,28.6,16001010333
6.4,8.8,9.4,10.8,24.8,26.6,16001002410
5.4,9.2,8.7,12.2,25.4,28.0,16001002413
4.0,8.7,6.8,10.9,23.5,27.7,16001010331
3.1,8.6,5.5,11.3,24.0,28.5,16001010331
3.5,12.0,5.9,14.2,27.3,32.6,23005001200
4.1,9.2,6.4,12.1,22.5,26.7,16001000303
5.4,11.4,7.9,13.1,27.2,31.5,23005001300
5.6,11.1,7.5,12.8,25.7,30.8,23005001100
5.9,12.2,8.7,15.3,29.1,33.2,23005000300
6.7,9.3,9.9,12.2,25.9,27.8,16001000302
5.2,11.2,7.7,13.4,27.1,32.9,23005002002
4.1,12.2,6.8,16.3,30.0,35.2,23005001000
5.0,8.0,7.6,8.3,22.0,24.2,16001000202
6.4,12.8,10.1,17.6,32.6,35.7,23005000600
4.5,11.0,6.1,12.1,23.4,30.2,23005001500
5.1,10.8,7.3,11.2,24.6,29.7,23005001700
4.3,10.9,6.3,12.0,24.9,30.6,23005000200
6.7,10.4,9.2,9.4,24.2,27.3,23005002400
5.7,9.4,9.0,12.4,26.4,28.0,16001000304
6.2,13.7,10.2,18.6,32.1,37.6,23005000500
10.3,8.5,12.9,10.1,25.5,25.1,16001002412
3.9,10.8,5.8,11.4,23.9,30.1,23005000100
5.3,11.0,7.4,11.6,25.0,30.1,23005001900
7.4,11.4,10.0,12.1,25.7,31.2,23005002001
5.5,10.4,7.1,10.4,22.7,28.6,23005001800
4.2,8.7,6.7,10.7,23.5,26.8,16001010223
6.4,11.9,9.1,13.7,27.6,32.9,23005002300
7.2,10.8,8.8,11.0,23.8,29.3,23005002200
4.8,11.6,7.5,13.3,26.4,33.1,23005002102
6.1,10.9,8.4,11.2,25.9,30.2,23005002101
3.7,8.0,6.2,10.2,27.9,32.9,27109002200
3.7,7.9,5.8,10.1,25.5,32.1,27109000903
4.0,7.0,6.3,7.1,24.1,28.4,27109001203
4.9,7.4,7.2,8.3,25.2,29.6,27109001202
6.2,8.8,10.0,11.2,31.3,33.9,27109000902
5.1,8.2,8.0,10.4,28.1,32.5,27109001000
5.9,8.1,8.5,10.0,27.4,31.2,27109001100
6.2,9.5,8.2,10.1,23.7,27.1,41017000100
4.8,8.8,8.0,12.4,31.3,34.8,27109000901
5.6,8.9,7.6,9.1,22.5,26.5,41039005400
5.5,9.7,7.9,11.2,24.9,28.3,41039005000
4.9,7.1,7.4,7.3,24.0,28.4,27109001201
5.5,8.7,8.2,12.2,29.4,34.1,27109000300
4.7,7.2,6.7,7.4,23.2,28.0,27109000400
5.2,8.8,8.5,12.6,30.1,35.0,27109000200
6.0,10.3,8.3,12.8,26.2,29.7,41039005100
6.0,9.8,8.2,12.0,26.7,30.0,41017002000
6.4,9.0,8.1,9.0,22.3,25.8,41039005200
5.4,9.6,7.5,11.7,26.1,29.7,41017002100
14.5,8.3,16.5,9.9,27.3,29.1,27109000100
6.5,10.2,9.3,12.8,26.5,29.7,41039003600
5.6,8.8,7.5,8.9,22.5,26.1,41039005300
5.4,9.1,7.7,9.6,23.3,27.4,41039004405
4.2,8.4,7.2,12.0,29.7,34.3,27109000500
4.4,7.4,6.6,8.5,25.0,29.8,27109001302
6.2,7.9,7.4,10.2,25.9,25.4,46103010905
3.9,7.5,5.7,8.9,23.6,30.8,27109001301
5.3,7.0,6.9,7.7,24.1,22.9,46103011004
5.7,10.4,8.1,13.3,26.2,29.5,41039004700
4.6,9.6,6.5,11.5,22.1,27.2,41039004900
5.7,9.3,8.0,10.1,23.6,27.6,41039004404
3.4,11.3,5.0,17.0,23.7,30.9,41039004800
4.9,7.1,7.6,8.5,27.3,31.5,27109002300
5.0,9.8,7.1,11.3,24.3,28.4,41039004600
7.2,8.5,9.8,11.0,28.2,31.9,27109000600
6.5,9.9,8.7,12.4,26.9,30.1,41017001902
3.6,10.2,5.5,12.6,23.2,29.5,41039001002
6.4,10.4,8.9,13.8,27.6,30.9,41039004401
4.8,10.2,6.7,12.9,24.5,29.1,41039004501
5.1,10.8,7.9,15.1,28.5,32.2,41039004403
2.1,12.6,3.2,22.2,23.8,33.1,41039003800
6.8,7.1,8.0,8.0,24.3,22.9,46103011002
1.6,12.3,2.4,19.7,21.0,30.9,41039003700
4.5,8.9,6.4,9.6,23.7,27.5,41017001400
5.7,8.0,8.4,9.7,27.5,31.2,27109001601
6.5,7.5,9.0,8.3,25.9,29.0,27109001502
4.0,9.7,6.0,12.8,26.1,30.6,41017001500
8.2,8.2,10.2,11.5,29.7,26.7,46103010907
4.4,10.3,6.7,14.1,27.0,31.0,41039004502
5.4,8.4,8.0,10.6,27.9,31.9,27109001401
5.0,7.7,7.8,8.7,26.2,30.1,27109001602
7.8,8.2,9.4,11.0,27.9,26.0,46103010904
6.6,10.8,8.9,16.4,29.7,32.3,41039003900
7.9,10.3,10.0,13.4,27.7,30.5,41017001800
5.6,7.7,8.4,8.4,26.7,29.0,27109001503
5.0,7.7,7.7,9.2,26.7,30.8,27109001501
4.7,10.8,6.6,14.8,23.7,30.1,41039003102
4.8,10.7,7.4,14.6,27.6,32.0,41039002504
7.2,10.7,10.0,14.7,29.8,31.5,41039004000
9.0,11.2,12.3,16.4,32.4,33.1,41039004300
6.3,11.7,9.8,18.5,33.6,34.8,41039004200
6.9,9.0,8.6,13.0,28.9,27.5,46103010600
4.7,7.4,7.4,8.2,25.3,29.7,27109001603
6.8,8.5,8.7,12.1,28.8,27.2,46103010700
7.2,8.0,9.1,10.8,28.2,25.6,46103010800
6.2,10.4,8.5,14.5,28.5,31.7,41017001600
9.0,7.5,9.8,9.1,25.6,23.9,46103011001
6.3,9.3,8.3,10.1,23.4,27.1,41039003000
5.7,8.0,7.3,10.7,26.4,25.7,46103011100
4.6,8.6,7.4,11.2,27.5,33.0,27109001702
4.6,8.4,7.6,11.9,27.1,34.5,27109001701
4.4,9.1,6.3,9.9,23.7,27.7,41017001300
3.1,7.1,5.1,8.2,23.6,30.3,27109001402
5.3,9.9,8.1,12.6,27.6,31.0,41039004100
5.4,10.1,7.5,13.0,26.9,30.8,41017001700
7.4,9.9,9.6,11.8,25.7,29.0,41039003101
6.5,10.0,8.7,12.1,25.8,30.0,41039002503
6.6,9.6,9.4,16.0,31.5,30.0,46103010500
6.3,7.7,7.8,10.0,26.0,25.1,46103011200
5.7,9.4,7.3,11.0,21.9,27.6,41039002904
6.2,10.5,8.4,13.9,26.8,31.2,41039002600
6.7,9.7,8.4,11.4,24.2,28.5,41039002902
5.6,9.3,7.7,9.9,23.4,27.5,41039002903
3.0,7.9,4.3,11.2,25.2,27.4,46103010903
5.7,8.0,7.7,10.9,27.6,26.8,46103010906
7.2,9.3,10.0,14.9,32.5,30.2,46103010200
4.1,7.2,6.0,8.0,23.2,29.7,27109001703
6.0,11.2,8.8,15.3,29.0,32.3,41039002700
5.2,10.4,7.8,13.6,27.2,31.8,41039002501
6.3,7.2,7.8,8.5,25.0,23.5,46103011300
4.8,10.4,7.4,14.4,28.4,31.7,41039002800
4.5,9.4,6.5,11.1,25.0,29.3,41017001100
5.9,9.8,8.3,11.5,25.3,29.2,41039002202
8.0,9.7,10.8,14.9,32.4,29.4,46103010400
7.5,10.0,10.5,15.7,32.7,30.1,46103010300
8.0,9.2,9.8,9.7,23.4,26.8,41039002201
8.0,10.5,10.1,14.1,28.2,30.7,41039002301
7.6,9.7,9.0,11.7,24.7,29.0,41039002404
6.9,9.8,9.3,11.6,26.6,29.6,41039002403
5.1,9.9,7.0,12.7,26.3,30.8,41017001200
6.1,8.6,8.1,11.7,27.9,27.1,46103011400
6.4,9.8,8.9,11.5,26.0,29.5,41039002401
5.2,10.2,7.8,12.8,27.3,31.2,41039002302
4.7,8.6,7.3,10.3,28.9,32.3,55015020800
6.9,8.9,8.3,12.0,32.4,33.9,55139002500
6.0,9.1,8.8,12.2,29.8,34.5,55015020303
4.4,9.0,7.1,11.9,29.8,34.5,55015020304
6.2,8.6,8.6,10.7,29.6,27.5,55087010800
5.5,8.5,8.0,10.6,29.9,27.9,55087010900
6.1,9.1,8.9,11.9,30.6,28.7,55087010700
5.6,8.7,8.4,11.0,29.9,28.6,55087010602
5.4,9.6,8.4,14.0,33.5,30.7,55087011000
4.9,9.4,7.7,14.4,32.5,31.5,55087010100
6.4,9.5,9.5,13.1,32.0,29.8,55087010601
4.1,9.3,6.3,12.8,27.8,28.3,55087010500
5.3,9.1,8.0,12.8,31.6,30.3,55087010200
7.3,9.8,10.8,14.9,34.7,31.9,55087010300
5.6,9.0,8.2,11.7,30.6,28.7,55087011300
6.9,9.0,9.7,12.2,30.9,29.4,55087011200
6.6,8.7,9.0,10.9,29.2,28.1,55087011501
5.7,8.8,8.1,11.4,28.4,28.8,55087011101
7.5,9.0,10.0,11.4,29.5,28.2,55087011400
6.8,8.7,9.5,11.3,29.9,28.2,55087011502
3.8,8.1,6.2,9.7,27.4,27.4,55087012504
3.7,8.0,6.2,8.9,27.3,26.5,55087012503
4.3,8.2,6.3,10.6,27.7,28.9,55087013300
4.2,8.5,7.3,11.2,32.0,30.9,55087012901
4.4,9.9,6.1,10.8,22.8,27.7,50007001100
4.4,9.8,6.0,10.7,22.3,27.1,50007000800
1.5,11.5,2.0,15.0,15.9,27.1,50007003900
5.2,10.3,7.2,12.1,23.6,28.5,50007001000
3.8,10.2,4.9,12.5,20.3,26.9,50007000900
8.1,9.2,11.8,12.2,35.6,34.6,55009020704
4.5,9.3,7.4,12.6,31.6,35.3,55009002002
3.2,12.2,4.4,18.3,23.1,30.3,50007000500
3.3,11.1,4.5,14.2,20.1,27.7,50007000600
4.3,11.7,6.5,16.4,26.1,32.0,50007000400
4.3,8.5,6.8,11.0,30.4,34.1,55009002003
6.6,9.9,8.4,10.8,23.6,27.5,50007000200
6.7,9.6,10.9,14.7,37.5,38.1,55009001600
7.2,8.6,10.1,10.6,31.4,32.7,55009002001
5.3,9.2,8.4,12.8,33.7,36.2,55009001400
6.6,9.8,9.9,14.1,35.3,36.2,55009001300
3.7,11.3,5.8,14.4,24.0,31.0,50007000300
8.4,11.3,13.7,17.9,40.4,40.7,55009000800
