TractFIPS,no-obesity,sleep >7,no-asthma,no-mental-health-prob,commute,pollution,density,safety,lat,long
55101000200,62.2,59.0,89.9,86.6,25.645303326810176,36.0,54.89226311345027,60.69483221125144,42.713342600000004,-87.7822016
12103024302,72.9,60.7,92.1,86.8,26.66601466992665,50.0,49.97727029130913,49.101582486330614,27.83099330000001,-82.66067029999998
4027000502,66.1,70.7,90.3,88.2,20.079395085066164,49.0,48.95971161116101,56.92900508337284,32.71271289999999,-114.64939809999998
6037122122,67.7,60.5,90.5,83.3,31.00801068090788,11.0,51.504082832197994,53.158798934114984,34.2197648,-118.3736105
36061025500,81.1,65.1,90.3,88.2,33.35926573426573,1.0,65.25204688450059,45.90785929127411,40.8464959,-73.95028620000002
17089853200,61.0,62.4,89.8,85.3,27.94900040799673,60.0,54.90890972342751,63.96204230586189,41.765822799999995,-88.3204082
49057200204,63.9,65.7,90.8,86.1,25.834608030592733,61.0,48.497701336437345,62.299780526039925,41.2836308,-111.9564074
6075015801,78.7,68.1,91.2,89.3,33.25808106721396,17.0,63.435223444304405,43.324450367454766,37.7813045,-122.4373585
51550021602,64.7,58.8,90.3,87.5,28.852880658436213,62.0,47.824102052401265,56.21005213326181,36.8564344,-76.41918840000002
5119004007,60.3,59.8,89.6,84.4,28.042492917847024,65.0,17.065134950648385,33.418286416581736,34.6744189,-92.215355
